[210]		一	×一
[4250]		匀	⿹{勹,⿱{一,㇀}}
[4251]		从	⿰{人,人}
[4252]		攵	⿻⿱{𠂉,乂}
[4253]		厷	⿸{𠂇,厶}
[4254]		殳	⿱{几,又}
[4255]		夬	⿻×{乛,大}(⿻×{ユ,人})
[4256]		亖	⿱{二,二}
[4257]		刅	⿻⿲{ハ,刀}
[4258]		丰	⿻×{三,丨}
[4259]		冘	⿻⿸{⿻×{冖,丿},乚}
[4260]		卆	⿱{九,十}
[4261]		灬	⿰{´,⿲{ヽ,ヽ,ヽ}}
[4263]		爫	⿸{⿸{⿻⿱{ノ,ノ},ヽ},ヽ}
[4264]		毌	⿻×{⿻×{⿻×{𠃊,𠃍},丨},一}
[4265]		爿	⿻⿹{⿻⿹{⿻⿰{𠃊,丨},一},ノ}
[4266]		攴	⿻⿱{⺊,又}
[4267]		爻	⿱{㐅,乂}
[4268]		兮	⿵{八,丂}
[4269]		𤣩	×王
[4270]		宁	⿱{宀,丁}
[4271]		氐	⿱{氏,一}
[4272]		禾	⿻⿱{ノ,木}
[4273]		凧	⿵{⺇,巾}
[4274]		乎	⿻⿱{⿱{⿱{ノ,丷},一},亅}
[4275]		卉	⿱{十,廾}
[4276]		㠯	⿻⿸{⿻⿰{コ,丨},コ}
[4277]		夘	⿻⿰{夕,卩}
[4278]		冋	⿵{冂,口}
[4279]		厈	⿸{厂,干}
[4280]		尓	⿻×{⿻⿰{ノ,丁},ハ}
[4281]		圣	⿻⿱{又,土}
[4282]		叧	⿻⿱{口,刀}
[4283]		疒	⿻⿰{ン,广}
[4284]		朮	⿺{⿸{⿹{十,丿},乚},丶}
[4285]		它	⿱{宀,匕}
[4286]		氿	⿰{氵,九}
[4287]		匛	⿷{匚,久}
[4288]		癶	⿰{⿻↖{丶,㇇},⿻⿺{⿻⿺{乀,ノ},ノ}}
[4289]		犮	⿻⿸{⿺{𠂇,丶},乂}
[4290]		丕	⿱{不,一}
[4291]		氺	⿲{ン,亅,⿻⿱{ノ,乀}}
[4292]		丗	⿻⿱{⿻×{卄,丨},一}(⿻⿱{卅,一})(⿻×{一,山})
[4293]		甩	⿻⿱{日,乚}
[4294]		罒	⿻⿱{⿻⿵{冂,⿻⿰{丨,丨}},一}
[4295]		兂	⿻×{⿻⿱{一,丨},尢}
[4296]		卌	⿻×{⿰{⿰{丨,丨},⿰{丨,丨}},一}
[4297]		戉	⿻⿰{レ,戈}
[4298]		禸	⿻×{冂,厶}
[4299]		丱	⿰{𠂈,⿻⿰{⺊,丨}}
[4300]		并	⿻⿱{丷,开}
[4301]		夸	⿵{大,⿱{一,丂}}
[4302]		朿	⿻×{⿻×{⿱{一,冂},丨},人}
[4303]		劦	⿱{力,⿰{力,力}}
[4304]		尗	⿻⿱{⺊,𡭕}
[4305]		虍	⿸{⿻⿱{⺊,厂},七}
[4306]		刖	⿻⿰{月,刂}
[4307]		甶	⿻⿱{′,田}
[4308]		亦	⿻⿱{亠,⿻⿲{ハ,⿰{丿,亅}}}
[4309]		奻	⿰{女,女}
[4310]		聿	⿻⿱{⺺,二}
[4311]		艮	⿻⿸{⿻⿰{レ,∃},⿱{ノ,乀}}
[4312]		汒	⿰{氵,亡}
[4313]		屰	⿻⿱{䒑,屮}
[4314]		叒	⿱{又,⿰{又,又}}
[4315]		耒	⿻⿱{ノ,未}
[4316]		冎	⿻⿱{⿻⿵{冂,⿻×{丨,一}},冂}
[4317]		弜	⿰{弓,弓}
[4318]		乑	⿻⿸{⿹{⿻⿱{ノ,丨},⿱{ノ,ノ}},⿱{ノ,乀}}
[4319]		朶	⿱{乃,木}
[4320]		吋	⿰{口,寸}
[4321]		囟	⿻⿱{′,⿴{囗,㐅}}
[4322]		吂	⿱{亡,口}
[4323]		𠦏	⿱{从,十}
[4324]		夋	⿱{允,夂}
[4325]		甫	⿺{⿻×{⿻⿱{十,冂},二},丶}
[4326]		豕	⿻⿸{⿻⿹{⿻⿱{⿻⿱{一,ノ},㇁},⿱{ノ,ノ}},⿱{ノ,乀}}
[4327]		寽	⿱{爫,寸}
[4328]		镸	⿻⿱{⿻⿱{⿻×{⿻×{一,丨},二},一},厶}
[4329]		妟	⿱{日,女}
[4330]		夆	⿵{夂,丰}
[4331]		矣	⿱{厶,矢}
[4332]		甬	⿻⿱{龴,⿻×{⿻⿵{冂,丨},二}}(⿻⿱{龴,用})
[4333]		狄	⿰{犭,火}
[4334]		旲	⿱{日,大}
[4335]		豸	⿻⿱{⿱{ノ,⿰{丶,丶}},⿻⿸{⿻⿹{⿻⿱{ノ,㇁},⿱{ノ,ノ}},⿱{ノ,乀}}}
[4336]		乕	⿻⿸{⺁,⿻×{⿱{二,冂},丨}}
[4337]		坒	⿱{比,土}
[4338]		冏	⿵{𦉪,口}
[4339]		釆	⿻⿱{ノ,米}
[4340]		攸	⿰{⿰{亻,丨},攵}
[4341]		舛	⿰{夕,㐄}
[4342]		巵	⿸{𠂋,巴}
[4343]		皁	⿻⿱{白,十}
[4344]		巠	⿱{⿱{一,巛},工}
[4345]		冝	⿱{冖,且}
[4346]		孚	⿱{爫,子}
[4347]		畄	⿱{⺍,田}
[4348]		咅	⿱{立,口}
[4349]		侖	⿵{人,⿱{一,𠕁}}
[4350]		隹	⿻⿰{亻,⿻×{⿻⿱{′,丅},三}}
[4351]		夌	⿵{圥,夂}
[4352]		厓	⿸{厂,圭}
[4353]		叕	⿱{⿰{又,又},⿰{又,又}}(⿰{⿱{又,又},⿱{又,又}})
[4354]		佰	⿰{亻,百}
[4355]		宓	⿱{宀,必}
[4356]		隶	⿻⿱{⺕,氺}
[4357]		罔	⿵{冂,⿻⿱{䒑,亡}}
[4358]		匋	⿹{勹,缶}
[4359]		匊	⿹{勹,米}
[4360]		兒	⿻⿱{臼,儿}
[4361]		鼡	⿻⿱{⺍,⿻⿵{⺇,⿻×{丨,二}}}
[4362]		囷	⿴{囗,禾}
[4363]		兔	⿻⿸{⿻⿸{⿻×{⿻⿱{⺈,口},丿},乚},丶}
[4364]		坴	⿵{圥,土}
[4366]		亞	⿻⿱{⿻⿱{⿻⿱{⿻⿱{⿻⿱{⿻⿱{⿻⿱{一,丨},𠃑},一},𠃑},一},丨},一}(×亜)
[4367]		昍	⿰{日,日}
[4368]		尭	⿻⿱{⿻⿱{十,⺾},兀}
[4369]		帛	⿻⿱{白,巾}
[4370]		亟	⿱{⿻⿲{⿰{口,又},丂},一}
[4371]		戔	⿱{戈,戈}
[4372]		彔	⿻⿱{彑,氺}
[4373]		爭	⿱{爫,⿻×{⺕,亅}}
[4374]		拑	⿰{扌,甘}
[4375]		忩	⿱{公,心}
[4376]		舍	⿵{人,舌}
[4377]		甾	⿱{巛,田}
[4378]		羌	⿻⿱{⺷,儿}
[4379]		宔	⿱{宀,⿱{亠,土}}(⿱{宀,龶})
[4380]		玨	⿰{𤣩,王}
[4381]		矦	⿸{厃,矢}
[4382]		匽	⿷{匚,妟}
[4384]		禺	⿻×{⿱{日,冂},⿻⿸{⿻⿱{丨,一},ヽ}}
[4385]		兪	⿵{入,⿱{一,⿰{⿵{冂,⺀},巜}}}
[4386]		畐	⿱{⿱{一,口},田}
[4387]		曷	⿻⿱{日,匃}
[4388]		剌	⿰{束,刂}
[4389]		枼	⿻⿱{世,木}
[4390]		耑	⿱{山,而}
[4391]		奐	⿻⿱{⿻⿱{⺈,𦉪},大}
[4392]		臤	⿰{臣,又}
[4393]		陏	⿰{阝,有}
[4394]		昜	⿱{日,⿻⿱{一,勿}}
[4395]		荅	⿱{⺾,合}
[4396]		胥	⿱{疋,月}
[4397]		禹	⿻×{⿱{⿱{ノ,口},冂},⿻⿸{⿻⿱{丨,一},ヽ}}
[4398]		娄	⿱{米,女}
[4399]		咢	⿱{吅,⿱{一,丂}}
[4400]		咼	⿵{冎,口}
[4401]		昷	⿱{日,皿}
[4402]		斿	⿰{方,⿱{𠂉,子}}
[4403]		弯	⿱{赤,弓}
[4404]		茲	⿱{⺾,⿰{幺,幺}}
[4405]		柬	⿻×{⿻×{⿱{一,⿴{口,丷}},丨},八}
[4406]		叚	⿰{⿻⿸{⿻⿰{丨,コ},二},⿱{コ,又}}
[4407]		敃	⿰{⺠,攵}
[4408]		爰	⿱{爫,叐}
[4409]		巸	⿰{𦣝,巳}
[4410]		珀	⿰{𤣩,白}
[4411]		洼	⿰{氵,圭}
[4412]		彖	⿻⿱{彑,⿻⿸{⿻⿹{⿻⿱{⿻ノ,㇁},⿱{ノ,ノ}},⿱{ノ,乀}}}
[4413]		莽	⿱{⺾,⿵{大,廾}}
[4414]		哉	⿹{↖{戈,十},口}
[4415]		韋	⿳{⿻×{丨,ユ},口,㐄}
[4416]		旁	⿻⿱{⿱{亠,丷},⿱{冖,方}}
[4417]		豈	⿱{山,豆}
[4418]		冢	⿱{冖,豕}
[4419]		蚩	⿱{⿻⿱{屮,一},虫}
[4420]		袁	⿱{土,⿻⿱{口,𧘇}}
[4421]		冓	⿻⿱{𠀎,冉}
[4422]		莧	⿱{⺾,見}
[4423]		圂	⿴{囗,豕}
[4424]		烕	⿵{戌,火}
[4425]		舀	⿱{爪,臼}
[4426]		冡	⿱{冖,⿱{一,豕}}
[4427]		烝	⿱{丞,灬}
[4428]		盍	⿱{去,皿}
[4429]		鬲	⿱{⿱{一,口},⿵{𦉪,丅}}
[4430]		髟	⿰{镸,彡}
[4431]		芻	⿱{⿹{勹,屮},⿹{勹,屮}}
[4432]		羔	⿱{⺷,灬}
[4433]		兓	⿰{兂,兂}
[4434]		晉	⿱{⿻⿳{二,⿰{厶,厶}},日}
[4435]		鬥	⿰{⿰{丨,王},⿰{王,亅}}
[4436]		奚	⿱{爫,⿻⿱{幺,大}}
[4437]		鬯	⿱{𠚍,匕}
[4438]		桀	⿱{舛,木}
[4439]		崔	⿱{山,隹}
[4440]		敖	⿰{⿱{土,方},攵}
[4441]		區	⿷{匚,品}
[4442]		埶	⿰{坴,丸}
[4443]		淮	⿰{氵,隹}
[4444]		菐	⿱{业,𦍎}
[4445]		專	⿱{⿻⿸{⿻⿱{⿻⿱{一,申},一},ヽ},寸}
[4446]		孰	⿰{享,丸}
[4447]		奞	⿵{大,隹}
[4448]		啇	⿻⿱{亠,⿻⿱{丷,周}}
[4449]		焉	⿱{正,⿹{⿻⿺{㇉,一},灬}}
[4450]		敕	⿰{束,攵}
[4451]		翏	⿱{羽,⿵{人,彡}}
[4452]		參	⿱{厽,⿵{人,彡}}
[4453]		袞	⿵{六,⿻⿱{口,𧘇}}
[4454]		屚	⿸{尸,雨}
[4455]		离	⿱{亠,⿻⿱{凶,禸}}
[4456]		啚	⿱{⿻⿱{口,亠},回}
[4457]		從	⿰{彳,⿱{𠓜,龰}}
[4458]		旉	⿻⿱{甫,方}
[4459]		豙	⿻⿱{⿱{亠,丷},豕}(⿻⿱{立,⿻⿸{⿻⿹{⿻⿱{⿻ノ,㇁},⿱{ノ,ノ}},⿱{ノ,乀}}})
[4460]		將	⿰{爿,⿱{⿻⿹{夕,丶},寸}}
[4461]		隺	⿻⿱{冖,隹}
[4462]		萃	⿱{⺾,卒}
[4463]		婁	⿱{⿻⿱{⿻×{⿻×{口,一},丨},口},女}
[4464]		條	⿰{⿰{亻,丨},条}
[4465]		虖	⿸{虍,乎}
[4466]		殹	⿰{医,殳}
[4467]		悤	⿱{囱,心}
[4468]		殸	⿰{声,殳}
[4469]		尞	⿵{⿻×{大,丷},⿻⿱{日,小}}
[4470]		堯	⿱{⿱{土,玨},兀}
[4471]		畫	⿱{⿻⿱{⺺,二},⿱{田,一}}
[4472]		猒	⿰{⿱{日,月},犬}
[4473]		賁	⿱{⿻⿱{十,⺾},貝}
[4474]		單	⿱{吅,⿻⿱{甲,一}}
[4475]		敝	⿰{⿱{ハ,⿻⿵{巾,ハ}},攵}
[4476]		閔	⿵{門,文}
[4477]		巽	⿱{⿰{己,己},共}
[4478]		絜	⿱{⿰{丰,刀},糸}
[4479]		孱	⿸{尸,孨}
[4480]		歮	⿱{止,⿰{止,止}}
[4481]		彭	⿰{⿱{十,豆},彡}
[4482]		厥	⿸{厂,⿰{屰,欠}}
[4483]		尌	⿰{⿱{十,豆},寸}
[4484]		矞	⿱{矛,⿵{𦉪,口}}
[4485]		發	⿵{癶,⿰{弓,殳}}
[4486]		嵒	⿱{品,山}
[4487]		覃	⿱{襾,早}
[4488]		黑	⿱{⿻×{⿻×{⿴{口,丷},丨},二},灬}(×黒)
[4489]		黍	⿻⿱{禾,⿵{人,氺}}
[4490]		禀	⿱{⿱{亠,回},示}
[4491]		豦	⿸{虍,豕}
[4493]		肅	⿲{片,⺻,爿}
[4494]		蒿	⿱{⺾,高}
[4495]		貇	⿰{豸,艮}
[4496]		亶	⿱{⿱{亠,回},旦}
[4497]		僉	⿵{⿵{人,一},⿰{⿱{口,人},⿱{口,人}}}
[4498]		粦	⿱{米,舛}
[4499]		雍	⿱{亠,⿰{乡,隹}}
[4500]		喿	⿱{品,木}
[4501]		睪	⿱{罒,幸}
[4502]		敫	⿰{⿻⿱{白,方},攵}
[4503]		蒦	⿱{萑,又}
[4504]		溥	⿰{氵,専}
[4505]		雉	⿰{矢,隹}
[4506]		廌	⿸{⿻⿸{广,⿻⿱{⿻×{𠃍,⿰{丨,丨}},一}},⿹{⿻⿺{㇉,一},灬}}
[4507]		畺	⿱{⿱{一,田},⿱{一,田}}
[4508]		粲	⿱{⿰{⺞,又},米}
[4509]		戠	⿰{音,戈}
[4510]		當	⿱{⿱{龸,口},田}
[4511]		詹	⿸{⿻⿸{厃,儿},言}
[4513]		黽	⿻⿸{⿻⿸{⿻⿹{⿻⿹{⿻×{⿻×{⿻⿱{冂,⿰{乚,丨}},一},一},丨},三},𠃍},二}
[4514]		齊	⿳{亠,⿲{刀,丫,⿻⿰{⿻⿱{ノ,レ},乀}},⿲{丿,二,丨}}
[4515]		睿	⿱{⿱{⿻⿱{⺊,冖},一},⿵{ハ,⿵{人,目}}}
[4516]		熏	⿻⿱{⿻×{⿱{⿱{ノ,一},⿴{口,丷}},丨},二}(×重)
[4517]		辡	⿰{⿱{亠,⿻⿱{⿻⿱{丷,一},𠂇}},辛}
[4518]		賏	⿰{貝,貝}
[4519]		臺	⿱{⿱{土,日},⿱{冖,至}}
[4520]		翟	⿱{羽,隹}
[4521]		蓺	⿱{⺾,埶}
[4522]		耤	⿰{耒,昔}
[4523]		樂	⿱{⿲{幺,白,幺},木}
[4524]		滕	⿰{月,⿵{⿻×{⿻×{⿱{ハ,二},ノ},乀},氺}}(⿰{月,⿱{龹,氺}})
[4525]		潘	⿰{氵,番}
[4526]		數	⿰{婁,攵}
[4527]		樊	⿱{⿲{木,爻,木},大}(⿱{⿻⿲{林,爻},大})
[4528]		厲	⿸{厂,萬}
[4529]		巤	⿱{⿱{巛,龱},⿲{⿺{レ,⺀},⿺{レ,⺀},㇂}}
[4530]		齒	⿱{止,⿻×{⿻×{凵,一},𠈌}}
[4531]		廛	⿸{广,⿻⿱{田,坴}}
[4532]		臧	⿵{⿻⿰{爿,戈},臣}(⿵{⿻⿰{𤕫,戈},臣})
[4533]		靜	⿰{靑,爭}
[4534]		賴	⿰{束,⿱{刀,貝}}
[4535]		澡	⿰{氵,喿}
[4536]		穌	⿰{魚,禾}
[4537]		縕	⿰{糸,⿱{囚,皿}}
[4538]		縣	⿰{県,系}
[4539]		冀	⿱{北,異}
[4540]		鄕	⿲{乡,⿻⿸{⿻⿰{⿻⿱{′,丨},𠃍},二},阝}
[4541]		韱	⿻⿹{↖{从,戈},⿻⿱{非,一}}
[4542]		襄	⿱{亠,⿱{吅,⿻⿱{𠀎,𧘇}}}
[4543]		闌	⿵{門,柬}
[4544]		鮝	⿵{⿻×{⿻×{⿱{ハ,二},ノ},乀},魚}
[4545]		霝	⿱{⻗,⿲{口,口,口}}
[4546]		毚	⿳{⿻⿱{⺈,口},比,兔}
[4547]		應	⿸{广,⿱{⿰{亻,隹},心}}
[4548]		瞿	⿱{⿰{目,目},隹}
[4549]		轉	⿰{車,專}
[4550]		聶	⿱{耳,⿰{耳,耳}}
[4551]		雜	⿰{卒,隹}
[4552]		魏	⿰{委,鬼}
[4553]		雚	⿳{⺾,吅,隹}
[4554]		蟲	⿱{虫,⿰{虫,虫}}
[4555]		豐	⿱{⿻×{山,⿰{丰,丰}},豆}
[4556]		顚	⿰{⿱{匕,⿺{⿱{㇄,ハ},目}},頁}
[4557]		贊	⿱{⿰{先,先},貝}
[4558]		嚴	⿱{吅,⿸{厂,敢}}
[4559]		覺	⿱{𦥯,見}
[4563]		㇋	×㇋
[4564]		㇈	×㇈
[4565]		㇏	×㇏
[4566]		㇆	×㇆
[4567]		㇀	×㇀
[4568]		ヽ	×ヽ
[4569]		㇇	×㇇
[4570]		㇄	×㇄
[4571]		ノ	×ノ
[4572]		𡿨	×𡿨
[4573]		㇉	×㇉
[4574]		𠃍	×𠃍
[4575]		㇃	×㇃
[4576]		㇂	×㇂
[4577]		レ	×レ
[4578]		㇅	×㇅
[4579]		⺄	×⺄
[4580]		𠃑	×𠃑
[4581]		𠃊	×𠃊
[4582]		㇁	×㇁
[4583]		㇌	×㇌
[4586]		′	×′
[4587]		'	×'
[4588]		´	×´
[4590]		⺊	⿻⿰{丨,一}
[4591]		ク	⿻⿰{ノ,㇇}
[4592]		𠂉	⿻⿰{ノ,一}
[4593]		⺆	⿻⿰{丿,㇆}
[4594]		龴	⿻⿱{乛,ヽ}
[4595]		ラ	×ラ
[4596]		亽	⿵{人,ヽ}
[4597]		ハ	⿰{ノ,ヽ}
[4598]		㐅	⿻×{ノ,ヽ}
[4599]		ヌ	×ヌ
[4600]		⺁	⿻⿱{ノ,丿}
[4601]		𠂈	⿻⿰{レ,丿}
[4602]		𠂇	⿻×{一,ノ}
[4603]		ソ	×ソ
[4604]		⺈	⿻⿰{ノ,乛}
[4605]		⺇	⿻⿰{丿,⺄}
[4606]		ン	×ン
[4607]		ト	×ト
[4608]		リ	×リ
[4609]		ユ	×ユ
[4610]		巜	⿰{く,く}
[4612]		卄	⿻×{一,⿰{丨,丨}}
[4613]		オ	×オ
[4614]		⻍	⿱{ヽ,⻌}
[4615]		⺕	×∃
[4616]		⺌	×𡭔
[4617]		牜	⿻×{⿻×{𠂉,丨},㇀}(×牛)
[4618]		习	⿹{㇆,ン}
[4619]		⺾	×卄
[4620]		⺍	×⺍
[4621]		∃	×∃
[4622]		卪	⿵{卩,丶}
[4623]		ツ	×ツ
[4624]		丌	⿻⿱{一,⿰{丿,丨}}
[4625]		𡭔	×小
[4626]		乡	×幺
[4627]		ヨ	×ヨ
[4628]		屮	×山
[4629]		𠂋	⿻⿸{⺁,一}
[4630]		丫	⿻⿱{丷,丨}
[4632]		𦉫	⿻⿵{冂,⿰{丨,丨}}
[4633]		𤓰	×爪
[4634]		龶	⿻⿱{十,二}(⿻×{三,丨})
[4635]		龰	⿻⿺{人,⺊}
[4636]		𧘇	⿻⿰{⿻⿱{ノ,レ},⿻⿱{ノ,乀}}
[4637]		𠂑	⿴{⿻⿰{⿻⿱{ノ,レ},丿},丶}
[4638]		𠃜	⿻⿰{丿,⿻⿱{⿻⿹{𠃍,丨},一}}
[4639]		龵	⿻×{⿱{ノ,二},丿}
[4640]		戶	⿻⿱{⺁,コ}(⿻⿱{ノ,尸})
[4641]		⺗	⿰{小,ヽ}
[4642]		𠬝	⿻⿸{卩,又}
[4643]		𠃛	⿻⿵{⿻⿰{丨,㇆},二}
[4644]		仌	⿱{人,人}
[4645]		ホ	×ホ
[4646]		𣎳	⿻⿱{十,儿}
[4647]		卅	⿻×{一,川}
[4648]		𡭕	⿻⿱{一,小}
[4649]		𦉪	⿻⿵{冂,儿}
[4650]		㐄	⿻⿱{⿻⿹{⿻×{一,丨},丨},一}
[4651]		𠓜	⿰{入,入}
[4653]		业	⿻⿱{丷,⿻⿱{⿰{丨,丨},一}}
[4654]		电	⿻×{日,乚}
[4655]		𡗗	⿻×{三,人}
[4656]		𢆉	⿻⿱{丷,干}
[4657]		𠕁	⿻⿵{冂,卄}
[4658]		𤴓	×正
[4659]		㐱	⿵{人,彡}
[4660]		龸	⿻⿱{⺌,冖}
[4661]		⺬	⿱{一,𡭕}(×示)
[4662]		兰	⿻⿱{丷,三}
[4663]		𠀎	⿻×{卄,二}
[4664]		叐	⿻⿱{ノ,友}
[4665]		⺪	⿻⿱{乛,止}
[4666]		𠀐	⿻⿱{中,一}
[4667]		圥	⿻⿱{土,儿}(⿻⿱{十,兀})
[4668]		匃	⿹{勹,⿺{㇄,人}}
[4669]		冉	⿻×{⿻×{⿻×{冂,丨},一},一}
[4670]		⺻	⿻⿱{⿻×{⺕,丨},一}
[4671]		𤕫	⿻⿰{爿,一}
[4672]		龱	⿴{囗,㐅}
[4674]		𠒂	⿱{⿰{⿻⿱{ノ,𠃊},⿻⿱{𠃍,一}},儿}
[4675]		龹	⿻⿱{丷,夫}
[4676]		𠂤	⿻⿱{′,㠯}
[4677]		𠧗	⿱{上,下}
[4678]		㦮	⿻×{戈,二}
[4679]		⺮	⿰{⿻⿱{⿻⿰{ノ,一},ヽ},⿻⿱{⿻⿰{ノ,一},ヽ}}()
[4680]		⺷	⿻⿱{丷,王}
[4681]		𠃧	⿱{⿻⿰{⺄,⿻⿱{ノ,乀}},⿻⿰{⺄,⿻⿱{ノ,乀}}}
[4682]		⺶	⿻×{兰,丿}
[4683]		𠂭	⿻×{㐅,⿳{丶,⿱{丶,丶},丶}}
[4684]		吅	⿰{口,口}
[4685]		𦣝	⿻⿷{⿷{匚,丨},⿻⿱{⿻⿱{𠃑,一},丨}}()
[4686]		厽	⿱{厶,⿰{厶,厶}}
[4687]		襾	⿻×{⿱{一,冂},⿻⿱{⿰{丨,丨},一}}
[4689]		𦥔	⿻⿲{⺽,丨}
[4690]		兑	⿻⿱{丷,兄}
[4691]		亩	⿱{亠,田}
[4692]		⻊	×足
[4693]		⻗	×雨
[4694]		丽	⿰{⿱{一,⿵{冂,丶}},⿱{一,⿵{冂,丶}}}
[4695]		囱	⿻⿱{′,⿴{囗,夕}}
[4697]		𠈌	⿱{从,从}
[4698]		靑	⿱{龶,円}
[4699]		龺	⿻⿱{⿻⿱{十,日},十}
[4700]		𦍎	⿻⿱{羊,人}
[4701]		䀠	⿰{目,目}
[4702]		𠚍	⿶{凵,𠂭}
[4704]		孨	⿱{子,⿰{孑,子}}
[4705]		⻞	⿱{⿵{人,一},⿻⿸{⿻⿰{∃,丨},二}}
[4707]		萑	⿱{⺾,隹}
[4709]		㗊	⿱{吅,吅}
[4710]		𦥯	⿻⿱{⿲{⿻⿸{⿻⿱{ノ,丨},二},⿱{㐅,㐅},⿻⿹{𠃍,二}},冖}
